compensation,date,description,employment_type,lat,link,long,text
TBD,2022-04-14 21:03,"[['\n        ', '\nSeeking consulting draftperson to work along with expediting firm and engineering firm to prepare demolition plans as per NYC Code, etc', '\n', '\nFamiliarity with all aspects of construction drawings, working knowledge of construction and building materials.', '\n', '\nDuties will also include, measuring various structures in order to prepare demolition plans, site safety plans, fence plans, etc.', '\n', '\nMust be a TEAM PLAYER', '\nQuality and accuracy is a must', '\nAbility to work in a timely fashion\n    ']]",part-time,40.778511,https://newyork.craigslist.org/lgi/egr/d/great-neck-draftsperson/7471442406.html,-73.724432,Draftsperson
The salary is based on level of experience.,2022-04-15 11:28,"[['\n        ', '\nWe are currently seeking structural engineers at multiple levels to join our team. As a structural engineer, you will work with other team members in our highly collaborative environment to assure that designs are developed in accordance with appropriate codes and standards, quality control objectives are achieved, and project goals are met within the schedule and budget. This is an outstanding opportunity for a structural engineer to work on a variety of high-profile projects throughout the region.', '\n', '\nDuties and Responsibilities:', '\n', '\n- Coordinate with architects, contractors, owners, and other engineers from the initial planning stages through final construction.', '\n- Determine design criteria using relevant codes and standards.', '\n- Analyze and/or prepare models and calculations for various structural elements and systems by using various software and/or hand calculations.', '\n- Develop contract documents, including construction drawings and technical specifications', '\n- Produce schematic and detailed designs and evaluation of planning and concept alternatives', ""\n- Review shop drawings, RFI's."", '\n- Perform field inspections and write inspection reports.', '\n', '\nSkills and Qualifications:', '\n', '\n- Familiar with latest version of AutoCAD, Revit, ETABS, SAP2000, SAFE, RAM, Excel.', '\n- Excellent verbal and written communication skills', '\n- Ability to effectively work independently and collaboratively in a team environment', '\n- Must be eligible to work in the United States', '\n', '\nEntry Level Candidates:', '\n', '\n- Bachelor’s degree in Civil or Structural Engineering.', '\n', '\nIntermediate Level Candidates:', '\n', '\n- Master’s degree in Civil or Structural Engineering.', '\n- 3+ years of related work experience in concrete or steel framing building structural design, support-of-excavation and foundation system design, steel or concrete rebar shop drawing design, construction support design and field inspection.', '\n', '\nAdvance Level Candidates:', '\n', '\n- Master’s degree in Civil or Structural Engineering.', '\n- 8+ years of related work experience in concrete or steel framing building structural design, support-of-excavation and foundation system design, steel or concrete rebar shop drawing design, construction support design and field inspection.', '\n- NYS PE License\n    ']]",full-time,40.760600,https://newyork.craigslist.org/que/egr/d/flushing-structural-engineer-building/7471606518.html,-73.796800,Structural Engineer - Building Design
The salary is based on level of experience.,2022-04-15 11:31,"[['\n        ', '\nJob Description:', '\n', '\nWe are currently seeking an inspector to join our team to perform special inspection on New York City construction projects.', '\n', '\nDuties and Responsibilities:', '\n- Review construction documents and shop drawings.', '\n- Perform special inspection for residential and commercial buildings in New York City.', '\n- Prepare reports on inspection activities, file documentation and complete required technical report forms in accordance with New York City Building Codes.', '\n- Coordinate with owners, contractors, and engineers.', '\n', '\nSkills and Qualifications:', '\n- High School Diploma is required. Bachelor’s degree or higher is preferred.', '\n- 2+ years of related work experience as a special inspector.', '\n- Currently certified at least one of the following inspector certificate', '\n  * ICC/ACI Concrete Inspector', '\n  * ICC Masonry Inspector', '\n  * ICC Steel Bolting Inspector', '\n  * ICC Steel Welding Inspector', '\n  * ICC Commercial Mechanical Inspector', '\n  * ICC Sprayed Applied Fireproofing Inspector ', '\n- Excellent verbal and written communication skills', '\n- Ability to effectively work independently and collaboratively in a team environment', '\n- Must be eligible to work in the United States', '\n    ']]",full-time,40.760600,https://newyork.craigslist.org/que/egr/d/flushing-special-inspector-icc-aci/7471608440.html,-73.796800,Special Inspector (ICC/ACI Certified)
Commensurate with experience,2022-04-15 14:36,"[['\n        ', '\n', ' ', '\n\n', "", New York City's leading professional firm dedicated to the preservation of buildings and infrastructure, is seeking a resourceful restoration engineer with  4+ years’ experience to join us in executing a growing slate of challenging projects. "", ""\n\nWe work on an array of building types, including courthouses, schools, universities, churches, and hospitals, and many of New York's most storied landmarks, from Trinity Church to Grand Central Terminal. Our work embraces all components of the building envelope and underlying structure—facades, roofs, windows, and plazas—and the full complement of materials, from historic terra-cotta to high-performance curtain walls. We’re proud to be an industry leader in crucial practice areas like Local Law 11 inspections and repairs. We've won numerous awards, as well as the loyalty of many of the premier public, corporate, and residential clients in the region.  "", ""\n\nYou’ll work as part of a small team assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a small office experience coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state-of-the-art, non-destructive diagnostic equipment and techniques.  "", ""\n\nTypically, you’ll participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see your designs executed in the field and you'll take on greater responsibility and client management as soon as you are ready.  "", '\n\nWe offer an array of benefits and growth opportunities: ', '\n', '\n\nOur new Wall Street office is in the landmarked former Bankers Trust Company Building (Trowbridge & Livingston, 1912). The bright, spacious office on the 25th floor has high ceilings and views of lower Manhattan in four directions. Just steps from Federal Hall and Trinity Church, we’re easily accessible via public transportation: the 1, 2, 3, 4, 5, R, W, J, Z, and A/C lines all stop within a few blocks of our building. NYC Ferry access at Pier 11 is at the foot of Wall Street and the PATH World Trade Center station is nearby. ', '\n\nIf you’re excited about this opportunity, please send us your resume, a cover letter with salary requirements, and a few pages of attachments (maximum of 10MB, please) or link to your portfolio that demonstrates your experience and capabilities. ', '\n\nWith thanks for your interest, please note that only those candidates under consideration will be contacted. ', '\n\nFor additional information on our firm’s services, approach, and projects, visit ', '\n\n    ']]",full-time,40.707489,https://newyork.craigslist.org/mnh/egr/d/new-york-facade-building-envelope/7471709305.html,-74.010869,Facade / Building Envelope Restoration Engineer
$15-$19,2022-04-15 14:43,"[['\n        ', '\nPart/ Full time. Should be flexible with timings. Bilingual Preferred.', '\nShould have handyman/construction skills. Have creative thinking. Students are encouraged to apply for internships.\n    ']]",full-time,40.676900,https://newyork.craigslist.org/que/egr/d/ozone-park-interior-designer/7471712803.html,-73.844800,Interior Designer/ Administrative Manager
TBD,2022-04-15 14:55,"[['\n        ', '\nPrime Architectural Woodworking Company in NYC is looking for an independent, experienced, ambitious and long term oriented Engineer.', '\nRequirements: Minimum 5 years experience in similar position. Excellent knowledge of wood technology and materials. High work ethic and motivation.', '\nLeadership qualities very helpful.', '\nExcellent working conditions, atmosphere, pay and benefits.', '\nPlease email your resume, references and salary requirements.', '\nOnly candidates from woodworking industry please apply.', '\n    ']]",full-time,40.744600,https://newyork.craigslist.org/que/egr/d/long-island-city-engineer-job-captain/7471718760.html,-73.934500,ENGINEER-Job captain
depending on professional qualification,2022-04-15 17:55,"[['\n        ', '\nA successful Restaurant Design Firm is looking for experienced creative, detail-oriented candidates for the position of an interior designer for a food service establishment.', '\n', '\nDuties and responsibilities:', '\n', ""\n- Visit job sites to analyze client's space availability, design needs, and specific requirements"", '\n- Attend client meetings to understand the design preferences regarding interior styles and colors', '\n- Take accurate as-built measurements for developing floor plans and elevations', '\n- Develop design concepts based on client requirements including initial sketches, interior functional specifics, color themes, lighting, service and dining furniture, etc.', '\n- Design digital presentations with finish selections, furnishings, and fixtures', '\n', '\nQualifications and Skills:', '\n', '\n- Familiarity with all phases of projects, potential issues, and proven history to produce projects', '\n- Strong creativity, artistic ability, imagination, advanced attention to details', '\n- Proficiency in Revit, SketchUp or 3D Max, AutoCAD Architecture is required. ', '\nThe knowledge of other programs is a plus', '\n- Creative eye for details in preparation of design presentation materials', '\n- Reliability, excellent verbal and written communication skills, especially in regard to communicating an artistic vision.', '\n- Ability to coordinate with multiple teams and resolve any issues regarding operation and delay', '\n- Positive attitude, team player, and driven to succeed', '\n', '\n', '\n- Bachelor’s degree in design or related field', '\n3+ years of enterprise applications experience in the food or retail industry ', '\n', '\nPlease email your cover letter, resume, and portfolio. ', '\nNO PHONE CALLS.\n    ']]",part-time,40.583900,https://newyork.craigslist.org/brk/egr/d/brooklyn-restaurant-interior-designer/7471802427.html,-73.953600,restaurant interior designer
Please provide salary requirements.,2022-04-16 16:40,"[['\n        ', '\nWe are a custom millwork company that has built a high reputation on being a dependable company on any high-end millwork project. We are looking for a full time or part time auto cad drafter / PM assistant that will like to grow with the company and take it to the next level.', '\n', '\nRequirements:', '\n- Must have a minimum 5 year experience in Auto Cad 2011 and up.', '\n- Must have experience in millwork construction and should be able to convey this in shop drawings', '\n- Must be able to multi task and focus on multiple projects', '\n- Must be able to take field dimensions', '\n- Strong team player with excellent people and communication skills', '\n- Communicating with architects, contractors and designers', '\n- Ability to work with ACAD, 3dMax and Revit', '\n- CNC programming is a plus', '\n- Must be eager to learn and grow within the industry', '\n', '\n', '\nResponsibilities:', '\n- The ideal candidate will be responsible of taking field dimensions and creating detailed shop drawings. Once the shop drawings are completed and approved he or she should put them into production and make sure everything is built as indicated.', '\n', '\n', '\nBenefits:', '\n6 Paid holidays', '\n5 Accumulative sick days', '\n1 Week Vacation after 1 Year.  ', '\n', '\n', '\n', '\n    ']]",full-time,40.666900,https://newyork.craigslist.org/brk/egr/d/draftperson/7472176136.html,-73.982800,Draftperson
Hourly + Commission,2022-04-16 18:50,"[['\n        ', '\nCommercial Roofing Cost Estimator', '\n', '\nM&N Construction Group needs someone familiar with the East Coast Roofing Market (NJ, NY, CT, PA,) who has experience in pricing commercial roofing. WE DO OUR OWN TAKEOFFS, what we need help with is pricing. We want to work closely with someone who knows the business and can help us price our work accurately.', '\n', '\nWho we are:', '\n', '\nWe are a two-partner firm – one partner is in the field and the other is in the office; Erwin & Dan have been best friends and worked to together for over 15 years. We do both residential and commercial roofs. Our core employees have been with us for over 13 years.', '\n', '\nWhat we offer you:', '\n', '\n• Our company has a perfect reputation; not one unhappy customer. We did 129 jobs last year; we want to multiply that by 5 within 2 years while retaining our perfect reputation, an absolute must.', '\n• We are financially secure; we can do large jobs. We do all of our jobs without requiring a deposit. We are honest.', '\n• All of our work is owner supervised onsite.', '\n• We have the knowledge and experience with all types of roof work and roofing materials. We know how to do everything else also except we are not electricians, or plumbers, and we are not interested in being a GC- again, we have done it before. While we want to focus on roofing we can include other work, especially siding and windows (we have the knowledge and experience) if necessary to get a particular job.', '\n• We want to retire, its time but we need a few (2?) good years first and we have found that in contracting, commercial roofing is the most profitable. We are not greedy and will be fair in negotiations with you, and everyone else, because that is who we are.', '\n', '\nRespond with:', '\n', '\n• Contact information.', ""\n• How you are relevant: are you familiar with pricing all types of 'commercial' roofing? We placed the ad for that, we will start there."", '\n• Compensation, if known. We will pay for your time up front and share in the profit each time.\n    ']]",part-time,40.948100,https://newyork.craigslist.org/wch/egr/d/wayne-commercial-roofing-estimator/7472224391.html,-74.245000,Commercial Roofing Estimator
To be discussed,2022-04-16 20:19,"[['\n        ', '\nPlease read the requirements carefully. Only apply if you meet the requirements:', '\n', '\nWe are a busy expediting firm with 5 employees looking to hire a new PART TIME field expediter. Most of our work is in Manhattan and Brooklyn DOB with occasional trips to Queens and Bronx.', '\n', '\nResponsibilities', '\n', '\nFIELD EXPEDITING', '\n- Preparing and dropping off reinstatements, permit renewals, L2 for civil penalty, and other field expediting tasks.', '\n- Request records on DOB NOW and obtain records from DOB', '\n- Drop off microfilm to be blown back.', '\n', '\nMUST HAVE DOB ID', '\n', '\nExpediter, expeditor, filing representative', '\n    ']]",part-time,40.713900,https://newyork.craigslist.org/mnh/egr/d/new-york-dob-field-expediter/7472251295.html,-74.007000,DOB Field Expediter
"80,000-160,000",2022-04-17 15:57,"[['\n        ', '\nAre you working in civil engineering and want to make more money?', '\nHave you been looking for civil engineering jobs, but not making much progress?', '\n', '\nJoin Pathrise and level up your civil engineering job search for a high-paying career today!', '\n', '\nAbout Pathrise', '\n', '\nPathrise helps jobseekers get hired at companies like Apple, Facebook, Google, Salesforce, and more.', '\n', '\nWe\'ve been featured in TechCrunch, VentureBeat, and The Atlantic, and we\'ve even been called the ""Y Combinator for your career.""', '\n', ""\nIn the past 3 years, we've helped more than 1000 people land amazing jobs at some of the best and highest-paying companies in America."", '\n', '\nAbout the Fellowship', '\n', '\nPathrise fellows receive weekly 1-on-1 mentorship from Director and VP-level civil engineering leaders at companies like Google, IBM, and Linkedin.', ""\nYou'll learn strategies to get the attention of any company, dial in your resume, ace your interviews, and more. We can even refer you directly to companies in our network."", '\n', ""\nBy the end of the program, you'll have the skills and confidence to find a great job in civil engineering that pays you what you're worth."", '\n', '\nQualifications', '\n', ""\nWe're selective, and only work with motivated candidates who are serious about leveling up their careers."", '\n', ""\nBut if you're interested in civil engineering jobs, there's no better program to help you find a well-compensated job at a great company."", '\n', '\nTo apply for the Pathrise program, go here:', '\n', '\n    ']]",full-time,40.718500,https://newyork.craigslist.org/mnh/egr/d/new-york-city-accelerate-your-civil/7472477740.html,-74.002500,Accelerate your Civil Engineering Career
"80,000-160,000",2022-04-17 16:03,"[['\n        ', '\nAre you working in architecture and want to make more money?', '\nHave you been looking for architecture jobs, but not making much progress?', '\n', '\nJoin Pathrise and level up your architecture job search for a high-paying career today!', '\n', '\nAbout Pathrise', '\n', '\nPathrise helps jobseekers get hired at companies like Apple, Facebook, Google, Salesforce, and more.', '\n', '\nWe\'ve been featured in TechCrunch, VentureBeat, and The Atlantic, and we\'ve even been called the ""Y Combinator for your career.""', '\n', ""\nIn the past 3 years, we've helped more than 1000 people land amazing jobs at some of the best and highest-paying companies in America."", '\n', '\nAbout the Fellowship', '\n', '\nPathrise fellows receive weekly 1-on-1 mentorship from Director and VP-level architecture leaders at companies like Google, IBM, and Linkedin.', ""\nYou'll learn strategies to get the attention of any company, dial in your resume, ace your interviews, and more. We can even refer you directly to companies in our network."", '\n', ""\nBy the end of the program, you'll have the skills and confidence to find a great job in recruiting that pays you what you're worth."", '\n', '\nQualifications', '\n', ""\nWe're selective, and only work with motivated candidates who are serious about leveling up their careers."", '\n', ""\nBut if you're interested in architecture jobs, there's no better program to help you find a well-compensated job at a great company."", '\n', '\nTo apply for the Pathrise program, go here:', '\n', '\n    ']]",full-time,40.718500,https://newyork.craigslist.org/mnh/egr/d/new-york-city-accelerate-your/7472479782.html,-74.002500,Accelerate your Architecture Career
Per Job Basis,2022-04-18 07:43,"[['\n        ', ""\nIf you need an Architect of Record for your project please don't hesitate to reach out to me."", '\n', '\nWill Review Construction Documents, Provide Consulting Services or Provide Full Architectural Services.  ', '\n', '\nLicensed in the Tri-State Area and 8 States in total.', '\n', '\nLooking to Build New Relationships.', '\n    ']]",contract,40.508500,https://newyork.craigslist.org/mnh/egr/d/staten-island-architect-of-record-for/7472635801.html,-74.244500,Architect of Record for Hire
Compensation to match employee's skill and experience level,2022-04-18 11:33,"[['\n        ', '\nQuality residential midtown Architectural firm “Stephen Wang Architect + Associates, Architects PLLC”, seeks a talented project architect to join the team.  ', '\n', '\nResponsibilities:', '\n', '\n-   Work in our office (with remote capabilities).', '\n', '\n-   Work in teams and directly with the principal', '\n  -   Produce design and construction documents with opportunities in both on-site and in office meetings with contractors and clients', '\n', '\nCandidates must:', '\n', '\n-   Have 5-8 year’s experience in design and construction  administration. ', '\n', '\n-   Have a professional degree from an accredited school. ', '\n', '\n-   Be familiar with NYC codes, zoning and Landmarks Preservation Commission applications is a plus.', '\n', '\n-   Be AutoCAD proficient and computer literate / Mac-Vectorworks experience is a plus. ', '\n', '\n-   Able to communicate effectively, both verbally and in writing', '\n-   Be proficient in the review of shop drawing, including millwork, windows, etc.', '\n', '\nWe offer:', '\n', '\n-   Health benefits ', '\n', '\n-   Retirement benefits', '\n', '\n-   Competitive salary', '\n', '\n', '\n', '\nPlease make sure to check out our website (www.swarchitect.com).  We look forward to receive and review your applications.', '\n    ']]",employee's choice,40.760255,https://newyork.craigslist.org/mnh/egr/d/new-york-senior-architect-project/7472724857.html,-73.967533,Senior Architect Project Manager wanted
Commensurate with experience,2022-04-18 17:14,"[['\n        ', '\nARCHITECTURAL PRODUCTION ', '\nWilliam Green Architecture, PLLC, is seeking a talented, motivated Architectural Technician with 6+ years of professional experience.', '\n', '\nWorking with the project team, the candidate will be responsible producing construction documentation for a variety of architectural and interior projects (residential and commercial) ', '\n', '\nThe successful candidate should have the following qualifications:', '\n•5-Year Architectural degree or Master of Architecture degree', '\n•Strong knowledge of architectural building systems', '\n•Excellent CAD drafting skills', '\n•Experience organizing & assembling construction documents; proven technical skills in detailing', '\n•Experience using 3-D modeling software', '\n•Salary is competitive and based on experience/skill level. Fluency in English, both written and spoken, is required. ', '\n', '\nNo telephone calls, please. All applicants who are not U.S. citizens must describe their status to work in the United States, including visa type and duration.', '\n', ""\nQualified candidates should submit a resume or curriculum vita and at least five (5) examples of the candidate's professional work."", '\n    ']]",part-time,40.740200,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-draftsperson/7472911173.html,-73.999600,Architectural Draftsperson
depends on experience,2022-04-18 19:24,"[['\n        ', '\nTom Winter Architects (TWA) is an innovative architectural studio with a variety of ambitious residential, commercial, educational and hospitality projects. Our focus is in sustainable, original and conceptual architecture. We have an immediate opening for a highly motivated, creative junior architect who is experienced in design and construction documents. You will work under direct supervision of a registered architect.', '\n', '\nRequirements', '\n', '\n    - degree in architecture ', '\n    - minimum of 3 years office experience', '\n    - experience in preparation of design/permit/construction documents ', '\n    - knowledge of NYC Zoning Resolution and Building Codes', '\n    - proficient in Autocad, Revit, Rhino, Sketchup', '\n    - team player and self-starter ', '\n', '\nPlease email your resume, cover letter (with salary requirements and availability) and work samples in pdf format to twa@tomwinter.com', '\nTotal combined file size should not exceed 5 MB.', '\n    ']]",full-time,40.703042,https://newyork.craigslist.org/brk/egr/d/brooklyn-junior-architect/7472966142.html,-73.984691,Junior Architect
Starting at $30/hour - Completely Negotiable Based on Experience.,2022-04-18 22:58,"[['\n        ', '\nClassic Tile Contractors Limited USA is dedicated to providing the best quality flooring installation for both commercial and custom projects.  We have previously completed large commercial and custom projects in Big Sky, Montana, and have now set up a local office and plan to be very busy for the next 5 to 10 years. ', '\n', '\nClassic Tile USA has established a solid reputation in Big Sky.  We currently have a full-time staff of two and are looking to add a member to our team or someone that can help us on a contract basis.  We are looking for someone that is willing to work hard and learn at the same time.  We work at a fast-pace and we need someone that can keep up with the demand – we are always trying to be four steps ahead of what is needed. ', '\nWe are open to many different work arrangements, including working remotely.  We are open to working with anyone located anywhere in the US.  If you would like to visit Big Sky, we can make that happen. We may even be able to help with housing in Big Sky if you are looking to stay in the area.  What’s most important is finding the right fit.  Everything else is negotiable.  ', '\n', '\nListed are some of the tasks a new member would take on:', '\n-\tReviewing requirement documents, project drawings and plans to understand new projects', '\n-\tPrepare a take-off to estimate labor and material costs for new projects', '\n-\tPrepare shop drawings ', '\n-\tRemotely attend weekly site meetings with General Contractors ', '\n-\tPrepare and submit material submittals to General Contractors', '\n-\tPreparation of material orders', '\n-\tPreparation of installer payments', '\n', '\nThere are plenty of other tasks that can be assigned as this is an evolving position.', '\n', '\nRequirements:', '\n-\tStrong math skills', '\n-\tAbility to read and understand blueprints', '\n-\tStrong knowledge of Microsoft Excel', '\n-\tKnowledge of Auto-CAD ', '\n-\tLOTS of common sense', '\n-\tGood communication and organization skills', '\n-\tYou MUST be able to prioritize and quickly change your priorities as needed', '\n-\tAdaptability – stubbornness is frowned upon ☹', '\n-\tUS work authorization ', '\n-\tEnglish Speaking', '\n', '\nWe look forward to hearing from anyone interested.', '\n    ']]",contract,45.284700,https://newyork.craigslist.org/mnh/egr/d/big-sky-freelance-estimator-project/7473028665.html,-111.368300,Freelance Estimator / Project Coordinator
Commensurate with experience - highly competitive,2022-04-19 10:36,"[['\n        ', '\nM. Ziemke Architecture is a small architecture office founded by Marcus Ziemke in 2020. The firm focuses on high-end residential architecture in New York City, the Hamptons, Connecticut, Upstate New York and elsewhere (DC and the UK, currently).  We have a number of exciting projects in the works, with more in the pipeline, and so are seeking an ambitious architectural designer to join our team, in the Flatiron District.', '\n', '\nDUTIES & RESPONSIBILITIES:', '\n', '\n- Overall project management skills, as it pertains to bringing on project consultants, managing filing drawing submissions and strategies with expediters, client presentations and construction documentation ', '\n- Able to take design concept drawings and sketches and develop to working and presentation drawing level for internal and client/DOB reviews', '\n- Must have familiarity with common building code sections, building materials and details, as well as how to represent these items through drawings', '\n- Strong time and workload management, able to jump between projects as needed, with periodic interaction with the principal', '\n- Visit job sites to record existing conditions, as well as for construction administration, through completion ', '\n', '\nSKILLS & ABILITIES ', '\n', '\n- Professional degree in Architecture (BArch or Masters)', '\n- 5+ years of relevant architectural experience, required', '\n- Fluency in English, written and spoken', '\n- Familiarity with Construction Documentation and practical knowledge of construction', '\n- High level of attention to detail ', '\n- Strong design and drawing capabilities', '\n- Be able to communicate clearly and in a timely manner, as it pertains to internal operations or project management with clients, consultants, contractors, etc.', '\n- Substantial experience in AutoCAD, Adobe Suite, and SketchUp', '\n- Driven attitude with a desire to work in a small office environment, with the need to shift between multiple projects in production and management', '\n- Desire to work in high-end, single-family residential architecture', '\n- Be eligible to work in the US and be located in the NYC area ', '\n', '\nWORK ENVIRONMENT', '\n', '\n- The office works on Mac OS', '\n- Some domestic travel may be required, mostly regional', '\n- M. Ziemke Architecture prioritizes a healthy work-life balance', '\n- Competitive pay and benefits', '\n- IDP hours can be approved, if desired', '\n', '\nPay is commensurate with experience and skill level (All applicants will receive equal consideration for employment).', '\n', '\n--', '\n ', '\nPlease submit a cover letter, resume with references, and samples of work (must include professional work, including any personal involvement in construction documentation) with the headline ""Intermediate Architect""\n    ']]",full-time,40.740917,https://newyork.craigslist.org/mnh/egr/d/new-york-ziemke-architecture/7473139784.html,-73.988088,M Ziemke Architecture - Intermediate Architect - High-end Residential
$1,2022-04-19 10:40,"[['\n        ', '\nSeeking experienced estimator/project manager for a GC company. Must have current updated computer skills (Blue Beam) , able to multi-task and work in a hectic construction office. Must have experience in both public and private sectors. Send Resume', '\n    ']]",full-time,41.107300,https://newyork.craigslist.org/wch/egr/d/hawthorne-estimator-pm/7473141750.html,-73.796000,Estimator/PM
tbd,2022-04-19 11:31,"[['\n        ', '\nBusy woodworking shop located in Brooklyn NY is seeking to fill an in office AutoCAD drafter position . ', '\nThe position requires the following:', '\n•\tProficiency in AutoCAD ', '\n•\tExperience in millwork production shop drawings ', '\n•\tPrevious experience in the woodworking industry preferred ', '\n•\tAbility to effectively communicate and coordinate with the office staff and the management ', '\n•\tStrong computer skills and preferable knowledge of Microsoft programs such as : Outlook, Project, Excel, Word, Adobe etc.', '\n•\tStrong organizational skills ', '\n', '\nPlease send your resumes with a shop drawing sample and best contact information if you are interested in applying for this position. ', '\n', '\n    ']]",full-time,40.676200,https://newyork.craigslist.org/brk/egr/d/brooklyn-millwork-autocad-drafter-needed/7473168118.html,-73.873600,Millwork AutoCad drafter needed
Commensurate to EXPERIENCE and SKILL,2022-04-19 12:24,"[['\n        ', ""\nWe are looking for a Project Manager that is hands-on and will coordinate with other managers to schedule, plan, forecast resources, and manage all the technical activities aiming at ensuring project accuracy and quality from conception to completion. Most larger-scale projects are performed for large General Contractors & CM's (i.e.: Tishman / AECOM, Turner & Lend Lease)."", '\n', '\nJob Responsibilities:', '\n●\tField Verifications', '\n●\tSubmitting and following up on submittals,  shop drawings, samples, Job Hazard Analysis, Safety Plans, RFI’s, Change Orders, Etc.', '\n●\tBooking and overseeing work by Field Supervisors, Field workers, ', '\n●\tCreating Work Orders', '\n●\tCommunicating with Clients & Vendors', '\n●\tInterpret Shop Drawings', '\n●\tKeep Records of All Information Related to Project for Documentation, Clarification, and Presentation to Management', '\n●\tPurchasing', '\n●\tFollow Up With:', '\n     1.\tClients', '\n     2.\tSubmittals', '\n     3.\tVendors', '\n●\tWork with Team to Review & Establish:', '\n     1.\tBudget', '\n     2.\tFabrication Methods', '\n     3.\tSchedule & Make a Project Plan to Execute the Project', '\n●\tPurchase Materials', '\n●\tSchedule Factory in Conjunction with Production Team Daily', '\n●\tLiaison with Other Parties to Assure Smooth Workflow & Schedule Resources', '\n●\tAssign Work to Staff in Design, Manufacturing, Installation, and Subcontractors', '\n●\tSupervise Workers & Ensure That Project Specifications & Guidelines are Followed', '\n●\tAssist Production Manager in Managing Relevant Departments', '\n●\tKeep Track of Ongoing Expenses on the Project & Send Out a Weekly Email Showing a Summary', '\n●\tWalk Projects Through Production & Quality Control', '\n●\tRecording & Reporting Labor Hours', '\n●\tMonitor Installations', '\n●\tTrack Installation Hours', '\n●\tEnsure Safe Installation', '\n●\tGuarantee Successful Installation', '\n', '\nRequired Background / Skills:', '\n●\tMasters Degree in Engineering or Relevant Field Experience', '\n●\tOrnamental Metals knowledge', '\n●\tFamiliarity with Construction / Engineering / Manufacturing Rules, Regulations, Best Practices & Performance Standards', '\n●\tProject Management & Supervision Skills', '\n●\tDecision-Making Ability & Leadership Skills', '\n●\tAbility to Maintain Confidential Information', '\n●\tWork Well in a Fast-Paced Environment', '\n●\tAbility to be Resourceful & Proactive when Issues Arise', '\n●\tProfessional Attitude & Appearance', '\n●\tSolid Written & Verbal Communication Skills', '\n●\tDetail-Oriented', '\n●\tStrong Organizational Skills', '\n●\tStrong Time Management Skills', '\n●\tStrong Problem Solving Skills', '\n●\tAbility to Multitask', '\n●\tCan-Do Personality', '\n●\tTechnical Knowledge', '\n●\tStrong Math Ability', '\n●\tEnergetic & Hard Working', '\n', '\nSoftwares:', '\n●\tFamiliarity with 2 of the following: Autocad, Inventor, Solidworks, Sketchup, Rhino and Adobe Illustrator', '\n●\tMicrosoft Office Suite Applications', '\n●\tAdobe Acrobat', '\n●\tExperience With MS Project / Other Project Management Software', '\n', '\nPluses:', '\n●\tDriver’s License', '\n', '\nOur Production Department Manages the Following:', '\n●\tArt Department', '\n●\tEngineering Department', '\n●\tWaterjet and Laser Cutting', '\n●\tCNC Machining', '\n●\tMetal and Plastic Forming & Fabricating', '\n●\tVinyl Plotting', '\n●\tDigital Printing', '\n●\tScreen Printing', '\n●\tEngraving', '\n●\tEtching', '\n●\tPainting', '\n●\tInstallation', '\n', '\nPass Pre‐Employment Background Screening, which can include Drug Screen, Background and Reference Check.', '\n', '\n    ']]",full-time,40.709500,https://newyork.craigslist.org/brk/egr/d/brooklyn-project-manager-signage/7473197775.html,-73.956300,---PROJECT MANAGER – SIGNAGE / ORNAMENTAL METAL + GLASS - $70K - $200K
